Manufacturer,Year,Sales,Avg_Price,Customer_Satisfaction
Subaru,2020,400979,53960,4.111194905819937
Nissan,2015,295509,86060,3.657156155600804
Hyundai,2014,116325,87493,3.870858494025798
Kia,2012,234591,93247,3.91005258541012
BMW,2014,342439,52401,3.889891564336293
Hyundai,2017,199512,90713,4.296403439765156
Honda,2013,253554,81893,4.720377956568276
Volvo,2016,132161,78507,3.107300563507508
Porsche,2020,326865,64179,4.632809565985484
Lexus,2018,144806,22531,3.4334871465390933
Mercedes,2021,185016,77876,3.521273694627947
Honda,2013,90496,89632,4.034104434505919
Chevrolet,2014,198983,97698,4.270657013193919
Mercedes,2016,66673,94986,4.081823051918212
Ford,2022,116537,27861,3.17493803745561
Honda,2018,39884,62388,4.584857994792175
Kia,2016,306819,24899,4.377900777276812
Mercedes,2016,420180,66167,4.10982869085591
Volvo,2017,495972,33244,4.204595379076593
Porsche,2011,430169,70644,4.750315896183535
Ford,2019,320252,89007,3.7518467149051196
BMW,2022,288925,95963,3.803175170938642
Nissan,2016,349743,38543,3.0458010251169316
Jaguar,2022,22984,77886,3.4638676105266697
Subaru,2019,101777,32445,3.966723705903458
Honda,2020,293265,65851,4.0773647144637275
Mercedes,2015,14200,81415,4.530243606931772
Nissan,2022,256074,89336,4.723070058384263
Hyundai,2019,72959,39709,4.917756638236916
Honda,2018,111439,46715,3.63213557992824
Jaguar,2010,159207,85497,3.478167726392628
Ford,2013,89756,30448,4.895194402456734
Mercedes,2015,265936,32135,3.4478623920804266
Chevrolet,2020,403039,57148,3.327158818634635
Nissan,2014,270280,69681,4.952344303583163
Ford,2020,42968,77057,4.5125254219752255
Fiat,2019,144577,75444,4.462379333436402
Kia,2019,229675,87189,3.331205999626468
Honda,2016,55094,31452,4.525133255773692
Jaguar,2020,12653,78568,3.330578006170556
BMW,2018,249703,83957,3.6649549530826198
Ford,2014,458133,95007,4.181022320874611
Nissan,2019,423469,69868,3.333447186118092
Volkswagen,2012,291915,74167,3.933861179886208
BMW,2014,258346,49799,3.8361977986484206
Subaru,2017,21763,20494,4.834600119574915
Chevrolet,2019,302138,77573,4.724251562248627
Toyota,2021,209533,38217,4.114974455052645
Ford,2022,376361,27190,3.3926662424193412
Mercedes,2012,325782,55079,3.925502163259557
Jaguar,2014,42794,99590,3.2239711153050647
Volvo,2016,321422,98399,4.78228485649486
Nissan,2011,431887,86637,3.0516822781440465
Honda,2022,71525,78365,3.15541189837084
Audi,2016,234388,29214,4.730540945638293
Chevrolet,2015,252110,49693,4.713447143342044
Volvo,2011,232262,16976,3.053098085186962
Ford,2021,234744,25921,3.283047268283074
Toyota,2013,41709,18444,4.949600572360463
Mercedes,2021,157568,66572,4.621412371489004
Volvo,2017,253721,69916,3.714207830236696
Chevrolet,2012,295159,39395,4.412819027936131
Tesla,2012,126581,25535,3.219602223980794
Jaguar,2010,268930,65539,3.2281207553656617
Honda,2010,363790,92837,4.5175118568702946
Porsche,2011,52023,59265,4.283404241840066
Honda,2016,496832,91623,3.4221324708997676
Volkswagen,2017,275936,42727,4.471639538092852
Kia,2016,353877,16308,3.233570082680273
Volkswagen,2019,471965,23438,4.9940348422631
Hyundai,2017,244520,64854,3.9745225399689783
Porsche,2015,204174,65950,3.565184288589717
Volkswagen,2017,140526,66779,3.415116337564977
Ford,2015,473725,60427,4.194448805500022
Volkswagen,2012,262368,70989,3.0067217103638586
Tesla,2017,99062,96546,3.659355790770675
Lexus,2017,363034,81759,3.9095169821668327
Volvo,2019,392709,42073,4.791712851442444
Nissan,2010,252168,52301,4.372976136512301
Volkswagen,2020,112291,45208,3.0633042049671095
Toyota,2014,21452,28558,3.606877694660543
Lexus,2022,173387,60610,4.274722782351818
Mazda,2011,280929,86388,4.564579909920242
Kia,2017,276673,51687,4.817676689459811
Nissan,2021,124621,97812,4.014042186771197
Nissan,2013,257214,75115,4.231140401555698
Audi,2013,367992,74849,4.255866426034569
Volkswagen,2013,378208,95212,4.913700842434609
Ford,2010,113297,89343,3.930128867825957
Tesla,2013,228281,24136,3.8211693126475823
Kia,2016,384042,71799,3.8046604151331582
BMW,2010,405612,17090,3.369286895527077
Lexus,2013,42126,54727,3.759924493734498
Audi,2019,37275,93902,3.6362956696681152
Mazda,2013,176412,61534,3.2797726554874185
Subaru,2019,122070,24010,3.0260037996260825
Audi,2016,230465,87344,3.3157148529971767
Toyota,2014,299513,63508,4.057196824333932
Chevrolet,2014,290084,39673,3.435887720352472
Hyundai,2013,411761,64223,4.675419492788254
Mercedes,2021,359350,77746,4.334317444925023
Volvo,2019,275251,36086,4.874367957808953
Chevrolet,2013,199017,85251,3.808616431856678
Honda,2014,64471,97755,3.9312142339214966
Honda,2018,225525,50074,4.862630958147067
Nissan,2020,97620,27623,3.698987819712819
Porsche,2018,372224,82403,3.3491986616373843
BMW,2010,59361,47209,3.574574972058229
Toyota,2019,481933,27261,4.349119341777505
Mazda,2010,211378,51968,4.570886457870516
Volkswagen,2012,188181,67266,3.988698869446021
Chevrolet,2016,189117,40249,3.076002695551249
BMW,2017,408400,52064,3.919170311700058
Audi,2020,70245,57447,3.321842645138087
Jaguar,2019,295149,50611,3.276573587372807
Land Rover,2015,435565,92156,4.15005019383728
Chevrolet,2015,106202,33382,4.923873362784723
Audi,2014,89902,22229,3.598238558409915
Jaguar,2018,408853,49128,4.355403032888282
Fiat,2022,416713,64885,3.338146564329443
Fiat,2015,105228,69326,3.1967558272384853
Tesla,2015,271729,58675,4.2260445233565065
Fiat,2019,206156,54848,3.687462835415458
Land Rover,2015,445981,26555,3.172773483547954
Hyundai,2010,112249,43902,4.205628232722754
Jaguar,2012,90573,98460,4.050707679866224
Toyota,2017,384632,77564,4.962735949621659
Jaguar,2018,411389,53856,4.123098533276223
Ford,2022,164995,71228,3.4533534304786704
Volkswagen,2019,410092,33172,3.825662839565776
Kia,2013,65830,91878,3.8251979936928575
Land Rover,2020,488577,30238,4.087731266605419
Mercedes,2016,57434,22405,3.139422848308251
Nissan,2016,375376,64651,3.0038240233139133
Porsche,2022,412468,69797,4.000512418747951
Lexus,2021,89414,25139,4.55331088447461
Volvo,2012,191450,17973,3.629625756378549
Volvo,2022,224779,29495,4.146481324507187
Subaru,2012,170015,94871,3.8191465439375225
Porsche,2016,43563,34193,3.1347124328804497
Mazda,2010,479693,70460,3.1837146280041067
Honda,2010,300588,84187,3.526500202833805
Mazda,2019,160865,49687,3.084603722145145
Porsche,2019,296571,55329,4.3384392116306945
Nissan,2018,409105,41457,3.2657050240800647
Toyota,2017,74305,69007,3.802562974934478
Volkswagen,2013,403506,52648,4.972356224840493
Mazda,2021,355686,28029,4.417123528571963
Subaru,2021,70033,20257,3.512157478777581
Volvo,2017,459130,60999,3.7662828419102032
Chevrolet,2016,300059,59617,3.486410188747225
Toyota,2015,138526,47079,3.4217687071642215
Nissan,2019,495529,35732,4.2667763148931215
Jaguar,2011,104056,15824,3.462600146155994
BMW,2016,427092,31734,4.576120891925818
Land Rover,2015,428626,22894,4.546002372122913
Lexus,2010,270200,84694,3.542937726196885
Toyota,2012,303315,39525,4.509411764054189
Volkswagen,2019,140467,22746,4.663005438485393
Ford,2022,329221,49362,4.514350876083694
Porsche,2010,447473,24673,4.978971899522336
Volkswagen,2011,45950,35829,4.285322816800754
Honda,2013,169435,62068,3.166340703510575
Volkswagen,2017,167678,31595,4.1251836974878975
Audi,2016,134065,88311,3.440597183634483
Ford,2015,391334,59423,4.359940726158666
Tesla,2011,291926,37639,3.0100883276791928
Hyundai,2022,51986,67385,3.6143729632347643
Ford,2014,279888,20697,3.80467268754843
Mazda,2019,380626,21553,3.0499855935401805
Mercedes,2017,394081,99625,4.580876205092508
Hyundai,2011,244067,35599,4.301928644140791
Subaru,2011,149133,15368,4.191369950269275
Volkswagen,2017,15304,70689,3.9619099201035457
Toyota,2016,38806,66244,3.289656929388661
Tesla,2015,423222,48533,3.966441103396033
Tesla,2014,202066,36015,3.756115256953308
Land Rover,2010,132841,36140,4.41476080919656
Kia,2010,113154,95748,4.977700163016545
BMW,2022,256495,86889,3.9152844777128637
BMW,2014,118414,64008,3.324186404026123
Nissan,2015,108864,62175,4.759662992239969
Ford,2017,297347,29996,3.573171284608292
Audi,2010,351776,49942,4.387208683843758
Jaguar,2019,53246,74567,3.9295779250565417
Audi,2022,333068,96814,4.245312666039611
Toyota,2014,188487,16563,3.6660251495420124
Audi,2011,192208,31903,3.837056093535584
Land Rover,2016,445108,38902,4.9102904869831985
Porsche,2018,12766,68799,3.5238279151051453
Lexus,2010,271389,81202,4.931629469408602
Chevrolet,2018,277749,65661,4.58766713149675
Porsche,2021,398877,52473,3.9651439073535517
Audi,2014,276827,48076,3.0468630977780586
Toyota,2018,32567,93509,4.511708389704519
Mazda,2010,149930,80287,4.731278241237587
Land Rover,2014,408332,56405,3.5021382671872905
Hyundai,2020,416297,84287,4.541281466003511
Land Rover,2016,279929,27564,4.810313201232464
Nissan,2017,430575,29492,4.937113476609344
Mercedes,2013,335886,75594,4.915744669683339
Volvo,2021,325673,17668,3.9654647811818204
Jaguar,2020,429219,81413,3.8505178372056967
Volkswagen,2022,232447,54113,4.243213195174164
Kia,2012,455426,67008,4.22656674143439
Tesla,2013,101579,15440,4.080734724230076
Mercedes,2011,48983,51236,3.8263457304930393
BMW,2012,402606,27031,3.3716047864129104
Chevrolet,2016,41135,23714,4.062694881171189
Mercedes,2018,199790,95725,4.268801889493353
Tesla,2022,185510,21482,4.089947261581379
Porsche,2019,477202,89875,4.640578520873955
Kia,2012,459824,99059,3.970156200092628
Land Rover,2013,451030,82883,4.467795530294286
Honda,2022,188611,29720,4.968273551516975
Fiat,2017,399073,56198,3.080691517464736
Mazda,2017,271404,21156,4.814239208281508
Land Rover,2014,290832,15107,4.752274309064155
Porsche,2016,214529,39942,4.90217160243036
Mazda,2022,275065,79770,4.157026372569823
Ford,2019,461011,21140,4.182981706590898
Toyota,2018,118942,75853,3.2260860673722145
Land Rover,2016,64741,96435,4.67297689300065
Ford,2012,60412,93004,4.898161119989078
Porsche,2021,394071,45901,3.1244879329898056
Honda,2018,76138,80196,3.4486309499466707
Subaru,2011,86360,86392,3.5003108238407323
Honda,2012,24073,18566,3.0974227913550836
Chevrolet,2022,465130,79075,3.786624402479102
Mazda,2015,401641,33214,3.16911620895128
Nissan,2022,365670,79178,4.190805773999641
Jaguar,2020,444771,72534,4.927705468444172
BMW,2010,65070,92917,4.18392613742442
BMW,2011,252003,83391,3.2602264197901647
Porsche,2011,319142,35530,4.761791606824566
Porsche,2014,314904,33291,4.458960182537002
BMW,2020,17245,95831,3.6396780196195264
Porsche,2017,377245,98982,3.8536313113503557
Mazda,2022,68882,81660,3.49374049306228
Fiat,2012,121756,21490,4.163227439639773
Honda,2010,29330,90927,3.3474005320273212
Honda,2017,431071,99956,4.173274781836099
BMW,2010,230716,84203,4.526418143928188
Kia,2019,401273,16232,3.1330927360796457
Kia,2011,488031,45767,4.894984834026523
Toyota,2020,229380,30839,4.818636145943563
Ford,2011,41488,19350,3.29522709006198
Honda,2011,210692,28068,4.637921521368798
Volvo,2010,404722,27280,4.4592428819318055
Hyundai,2020,15523,97139,3.5258525338087594
Volkswagen,2015,77585,51553,3.2618138736947477
Ford,2011,387571,35679,4.550093630966401
Honda,2015,460183,28642,3.5399736550668814
Mercedes,2021,436998,97842,3.8172580274385663
Fiat,2013,149284,32448,4.663737229647657
Subaru,2016,242919,65118,4.22539789403793
Mazda,2011,177414,15040,3.072589313945799
Volkswagen,2011,74172,56992,4.6721167808360695
Tesla,2013,41363,27812,3.63425717018373
Mazda,2014,296465,24085,4.756379473982528
Mercedes,2017,70157,72078,4.476586219254232
Kia,2019,184440,64131,4.151063032407279
Fiat,2011,116517,18390,3.0688441998272826
Volkswagen,2018,142853,70018,3.223448530685143
Honda,2011,199866,71485,4.033371312074221
Mazda,2017,238997,92064,4.160152144493308
Tesla,2018,82441,85174,3.801195270072826
Fiat,2012,172441,65605,4.297558296933531
Tesla,2022,425169,62141,4.862722537154636
Lexus,2012,109685,62018,4.90115290579771
Kia,2010,251234,27225,4.758527965770481
Nissan,2015,136889,71734,3.0234462353933855
Honda,2020,347062,98415,3.694424699179419
Kia,2021,13370,81795,4.320376260362721
Toyota,2015,252685,76930,3.391464216628468
Mazda,2020,276187,28586,3.371798052471717
Kia,2020,256713,17897,4.611926732989566
Land Rover,2017,417578,57636,3.99212410448788
Porsche,2020,103846,52238,4.074377679131973
Audi,2011,339063,54489,4.4949969695068726
Audi,2016,45579,66974,3.339230388956757
Hyundai,2012,89477,94160,3.6472629944817925
Subaru,2014,154787,62480,3.584102458833956
Audi,2014,57328,97375,4.815109558698485
Toyota,2013,226601,56763,3.6999200632801346
Toyota,2019,462572,58800,3.017237455197801
Audi,2011,29029,36813,3.291654368391616
Volkswagen,2020,108613,45617,3.386756339073219
Honda,2013,228714,63373,3.603847235490127
Porsche,2019,437232,44897,4.618952702381479
BMW,2018,16384,63898,3.2250535806255978
Land Rover,2010,249852,32778,3.4879234701431057
BMW,2010,487435,65648,3.0168030485564774
Lexus,2013,66858,44278,3.013069080285818
Ford,2013,176163,50663,3.515534151210243
Audi,2011,303767,48549,4.868820847812816
Fiat,2015,263183,23704,4.558904243791653
Porsche,2011,138518,43691,3.210158891113208
Fiat,2018,311421,36327,3.953045481269018
Ford,2017,457165,89035,4.329034473063739
Lexus,2021,42054,57804,3.771700418408071
Chevrolet,2022,395820,87581,4.736839230708965
Fiat,2010,66215,97505,3.988213239918694
Porsche,2013,304117,37091,3.904001876107531
Land Rover,2014,316914,19031,4.101834615133069
Land Rover,2017,251053,87887,4.937373928925639
Nissan,2014,216049,16737,3.8982522908380535
BMW,2012,158848,23439,3.9594686287450576
Subaru,2010,481052,67584,4.123975890236766
Tesla,2018,169632,66233,3.1519819916132317
Hyundai,2010,194960,26815,4.217286017581653
Ford,2015,48108,81141,4.218710239331177
Toyota,2013,88216,71223,4.888288769537233
Tesla,2019,434086,96581,3.4409591907355703
BMW,2013,237871,17676,3.405762270763782
Volvo,2019,311540,15600,3.700151609667123
Mercedes,2014,289309,76152,4.491333674312097
Tesla,2015,166664,74563,4.938081088828297
Toyota,2017,18651,71684,3.82987204181833
Nissan,2013,143049,92005,4.128928055430334
Ford,2022,62727,68801,4.868306368313165
Honda,2010,467027,23446,4.766405435397664
Lexus,2012,141871,72443,4.410527090349982
Tesla,2012,26620,64623,3.8288256615773055
Nissan,2013,313242,62178,4.031094937366963
Jaguar,2016,426310,18796,3.2883845981514
Kia,2012,64571,98619,3.567967446639628
Chevrolet,2019,189517,57843,3.9404440682909776
Chevrolet,2018,302510,66538,3.703312111690359
Kia,2010,75055,68117,4.742227137833412
Honda,2022,252432,66879,3.9686271970329705
Honda,2012,416772,85256,4.083046763189941
Jaguar,2020,442662,48049,3.34956588492861
Mercedes,2019,288149,63609,3.7114829654198727
Honda,2010,463992,99583,3.2589916805255053
Porsche,2012,250087,15816,3.127317037835282
Chevrolet,2015,151518,28815,3.787518942581252
Toyota,2020,12446,98808,4.3699348727724106
Audi,2010,306220,61265,3.683338280088834
Mazda,2022,135764,63625,3.1787743404229127
Ford,2019,98992,68085,4.735125909810625
Mercedes,2012,337225,23471,4.7532536632275075
Lexus,2022,124814,43975,3.1401113212511005
Land Rover,2019,301252,36541,3.5847986272477517
BMW,2010,133818,80552,3.9996909235710763
Fiat,2016,252115,91441,4.024008072880633
Volvo,2022,259377,73377,4.62740029311167
Honda,2014,254364,21230,3.4051665688977284
Chevrolet,2018,344929,40811,3.747230585486455
Hyundai,2014,216804,73131,4.543444811236222
Porsche,2019,445603,64394,4.359819861617936
BMW,2012,431705,61503,3.4682045009327727
Nissan,2012,409919,34166,4.194545132287679
Honda,2021,182042,89006,3.937795089024392
Ford,2010,98841,75135,3.645798703981388
Tesla,2017,463685,40312,3.470757380136769
Lexus,2022,231099,50445,3.4908753783842705
BMW,2017,70392,27454,3.1698380718073027
Honda,2021,259102,52945,4.756317554516215
Honda,2013,190440,53468,3.0184361790011147
Audi,2014,249879,21384,4.676878846394703
Mercedes,2013,311986,25694,4.122969132664638
Mazda,2010,192645,39949,3.010673121838092
Porsche,2022,395317,36677,4.799871059627944
Hyundai,2011,436053,53724,4.768378455599565
Chevrolet,2016,323555,24923,4.954760347268921
Chevrolet,2022,40182,67412,4.625038681152553
Hyundai,2020,318153,78193,4.191066951211359
Mazda,2019,65931,93867,4.383293591117281
Nissan,2017,450999,61637,4.004596222715015
Volvo,2019,378529,79270,3.4499397014921005
Ford,2011,497564,91088,3.3847845271863584
Ford,2011,469245,17157,4.85801910106688
Porsche,2017,444681,71064,4.994237994395681
Kia,2019,427707,96540,4.0067522646724765
Hyundai,2021,438341,61831,4.408081974877308
Subaru,2014,131859,97554,3.552064205581193
BMW,2017,166384,74780,3.265286048053203
Mazda,2022,108911,85794,3.4292159074795863
BMW,2016,408786,66189,3.903573099521598
Tesla,2011,273323,71087,3.3160142332071603
Jaguar,2018,405476,53888,4.20779581656775
Audi,2016,345777,64357,3.0434948612796875
Land Rover,2013,313851,46986,3.233260963980274
Volkswagen,2020,56804,44008,3.4807084839355076
Chevrolet,2016,258056,52696,4.057644708877962
Volvo,2020,490386,60579,4.193529348340144
Porsche,2022,323460,67025,4.039444650109335
Mercedes,2013,311964,67176,4.222910890105773
Porsche,2012,361896,58497,4.99113924288868
BMW,2013,296963,56099,4.158707810079593
BMW,2017,46815,80598,4.1122598668942905
Lexus,2012,265498,54352,4.154628052913
Hyundai,2016,415480,19833,4.232675334472254
Fiat,2011,222433,20290,3.671745724939576
Fiat,2010,167855,26480,4.897600501592602
Nissan,2017,118624,34580,4.702099876662613
Lexus,2019,413835,28147,4.85133652463243
Honda,2012,285931,62788,4.309903051888905
Chevrolet,2011,332407,35354,3.3234749445519807
Mazda,2020,176792,31727,4.0710188806941705
Audi,2016,171987,54804,3.356920579707171
Mercedes,2022,59899,72843,3.6826797744004303
Mazda,2011,287955,84769,4.0277234237001025
Subaru,2017,291085,94222,3.049150797881684
Porsche,2011,392160,84193,3.595026492103252
Jaguar,2017,201288,98526,3.287382394788105
Toyota,2013,273468,90785,4.151864908071584
Tesla,2020,486865,68737,4.9681943267066675
Mercedes,2013,200256,63896,3.9458229272301035
Kia,2018,435144,99595,3.046029033581691
Lexus,2019,121318,72314,4.591178027539094
Jaguar,2020,247085,50714,4.142629872913982
Mercedes,2020,161534,49675,4.890092796043012
Kia,2017,280271,79010,4.493882097326662
Porsche,2017,55196,86136,4.59139352381476
Kia,2010,150697,68296,3.129564189049375
Land Rover,2022,87972,21747,4.769906105501674
Nissan,2013,411254,18910,3.5703599078675943
Volvo,2018,149234,91798,4.551345614144917
Volkswagen,2019,33801,96392,4.512793093091959
Lexus,2013,49162,23172,4.632830768162546
Tesla,2018,172544,46726,3.7091033457769242
BMW,2013,48328,32358,3.2342558614846197
Audi,2015,115422,88720,4.357187774168517
Nissan,2015,459129,76238,4.641595232828058
Kia,2022,80669,94232,4.472876428993231
Kia,2014,153920,89309,4.436927724137398
